"years","index"
1,0.025881816358697
2,0.0359799990145244
3,0.0255715985540594
4,0.0204866398862716
5,0.0244094610775598
6,0.0291598996508794
7,0.0249226715249013
8,0.0229071729493954
9,0.0174925303005879
10,0.0232423069228629
11,0.0326931898707535
12,0.0333102248299476
13,0.0371079418037518
14,0.0191698049237524
15,0.0307060280817477
16,0.0248798406107343
17,0.0231920191857655
18,0.0281359696448954
19,0.024324494318448
20,0.0261844375359786
21,0.0183297630095747
22,0.0207718298909027
23,0.0231562608531825
24,0.0380382947069365
25,0.0252276258529488
26,-0.0193731377546977
27,-0.0310144312411305
28,-0.0173691248182345
29,-0.019927678519544
30,-0.0282282092186885
31,-0.0264171718017813
32,-0.0228969150004687
33,-0.0129624831007616
34,-0.0232357888348319
35,-0.0330705775540221
36,-0.0299787441094085
37,-0.0173914901642018
38,-0.0231736586529312
39,-0.0204460046386596
40,-0.0289888253743857
41,-0.0252438493451795
42,-0.0175980302432273
43,-0.0181467988872805
44,-0.0215180347868787
45,-0.0176906756570085
46,-0.0263268377934916
47,-0.0294767562933912
48,-0.02421066947511
49,-0.0220396674509776
50,-0.0289940001740679
51,0.0277884604526607
52,0.0201018068725465
53,0.0256224929378513
54,0.0295609818010762
55,0.018143234724467
56,0.0239917045588077
57,0.0261345862761934
58,0.0258912055531555
59,0.026863024915862
60,0.0308562743013607
61,0.0269740170051595
62,0.0271855911436667
63,0.0300022897769276
64,0.0179807390768066
65,0.0302891346946411
66,0.0241425519848219
67,0.0262555484099118
68,0.0311949989012139
69,0.0277356295467444
70,0.0256792682090391
71,0.0178360089898385
72,0.0229261540734599
73,0.0374858451826536
74,0.0174500555330817
75,0.0190259380985319
