"years","index"
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,4.15833333333333
27,13.425
28,11.6833333333333
29,11.8416666666667
30,3.75
31,14.6083333333333
32,1.675
33,-0.158333333333333
34,-0.141666666666667
35,-0.7
36,-2.51666666666667
37,-7.85833333333333
38,2.475
39,-11.8666666666667
40,-5.94166666666667
41,-1.06997201897163e-16
42,-9.6
43,-11.1833333333333
44,0.775
45,5.51666666666667
46,8.56666666666667
47,9.33333333333333
48,-6.99166666666667
49,-9.73333333333333
50,5.34166666666667
51,-3.2
52,-6.1
53,-12.2333333333333
54,4.50833333333333
55,17.825
56,11.3083333333333
57,11.2916666666667
58,4.925
59,-3.2
60,3.54166666666667
61,2.79166666666667
62,4.64166666666667
63,7.78333333333333
64,17.475
65,10.85
66,11.4833333333333
67,19.1416666666667
68,16.55
69,12.1416666666667
70,-4.89166666666667
71,-9.44166666666667
72,-5.55833333333333
73,1.01666666666667
74,4.525
75,1.35833333333333
